"Hotel, City",Review,sentiment_score,Price (INR per night)
"Taj Lake Palace, Mumbai",Amazing experience with a conscious approach towards sustainability.,3.180001,15511
"The Leela Goa, Mumbai",Amazing experience with a conscious approach towards sustainability.,5.863502,24127
"Taj Mahal Palace, Pune",A luxurious stay with a strong focus on eco-friendly practices.,9.025223,21827
"The Oberoi Bangalore, Bangalore",A perfect mix of luxury and responsibility towards the environment.,2.773918,31471
"The Oberoi Bangalore, Mumbai",The eco-friendly policies of this hotel make the stay even better.,2.025648,38354
"The Leela Goa, Pune",The eco-friendly policies of this hotel make the stay even better.,2.023748,37907
"Taj Mahal Palace, Udaipur",I love how this hotel focuses on renewable energy sources.,6.347375,29641
"Taj Lake Palace, Hyderabad","Excellent sustainable practices, including waste management.",1.912915,43887
"Taj Mahal Palace, Jaipur",The eco-friendly policies of this hotel make the stay even better.,9.540092,17837
"Taj Mahal Palace, Pune",A perfect mix of luxury and responsibility towards the environment.,5.853484,18577
"The Leela Goa, Mumbai",I love how this hotel focuses on renewable energy sources.,2.98435,32803
"Taj Lake Palace, Hyderabad",Amazing experience with a conscious approach towards sustainability.,7.462128,43539
"Hyatt Regency Chennai, Hyderabad",Amazing experience with a conscious approach towards sustainability.,4.935478,12793
"Leela Palace, Chennai",I love how this hotel focuses on renewable energy sources.,8.199696,15586
"The Leela Goa, Hyderabad",A luxurious stay with a strong focus on eco-friendly practices.,5.643867,18066
"The Oberoi Bangalore, Jaipur",The hotel's commitment to sustainability is commendable.,3.446242,22938
"Radisson Blu Jaipur, Mumbai",A perfect mix of luxury and responsibility towards the environment.,8.059433,24192
"Oberoi Udaivilas, Hyderabad",A breathtaking location with a strong emphasis on green energy.,9.179849,16241
"JW Marriott Mumbai, Pune",Great hospitality with responsible tourism initiatives.,8.324504,15783
"Radisson Blu Jaipur, Jaipur",I love how this hotel focuses on renewable energy sources.,5.635261,35787
"The Leela Goa, Kolkata",The eco-friendly policies of this hotel make the stay even better.,7.228221,12734
"JW Marriott Mumbai, New Delhi",The hotel's sustainability initiatives are impressive.,7.504391,32672
"The Leela Goa, Kolkata",The eco-friendly policies of this hotel make the stay even better.,3.23739,16432
"ITC Gardenia, Mumbai",A perfect mix of luxury and responsibility towards the environment.,7.45107,28342
"Hyatt Regency Chennai, Hyderabad",The eco-friendly policies of this hotel make the stay even better.,3.380726,41042
"Taj Lake Palace, Hyderabad",Amazing experience with a conscious approach towards sustainability.,9.236982,7897
"JW Marriott Mumbai, Chennai",Great hospitality with responsible tourism initiatives.,4.404641,14797
"Leela Palace, Mumbai",A luxurious stay with a strong focus on eco-friendly practices.,5.950295,44953
"Oberoi Udaivilas, Kolkata",A luxurious stay with a strong focus on eco-friendly practices.,2.345125,24293
"Taj Mahal Palace, Kolkata","Excellent sustainable practices, including waste management.",7.499291,47925
"The Leela Goa, Hyderabad",I love how this hotel focuses on renewable energy sources.,6.787582,5634
"Oberoi Udaivilas, Jaipur",The hotel's sustainability initiatives are impressive.,1.266836,21845
"Radisson Blu Jaipur, Kolkata",A perfect mix of luxury and responsibility towards the environment.,8.132541,31079
"Leela Palace, Chennai",Great hospitality with responsible tourism initiatives.,8.592213,33902
"Oberoi Udaivilas, New Delhi",The eco-friendly policies of this hotel make the stay even better.,1.539627,18987
"ITC Gardenia, Udaipur",The eco-friendly policies of this hotel make the stay even better.,8.556279,49328
"Hyatt Regency Chennai, Jaipur",A breathtaking location with a strong emphasis on green energy.,6.819399,43575
"The Leela Goa, Kolkata",Amazing experience with a conscious approach towards sustainability.,6.058013,14295
"Taj Lake Palace, New Delhi",I love how this hotel focuses on renewable energy sources.,8.238058,21963
"Taj Mahal Palace, Jaipur",A breathtaking location with a strong emphasis on green energy.,2.981651,9429
"ITC Gardenia, Goa",I love how this hotel focuses on renewable energy sources.,3.611453,12090
"Taj Mahal Palace, Udaipur",The hotel's commitment to sustainability is commendable.,2.241548,19168
"Leela Palace, New Delhi",Great hospitality with responsible tourism initiatives.,4.382889,9326
"The Leela Goa, Udaipur","Excellent sustainable practices, including waste management.",5.557455,35552
"JW Marriott Mumbai, Udaipur",I love how this hotel focuses on renewable energy sources.,2.580416,8104
"Leela Palace, Pune","Excellent sustainable practices, including waste management.",4.532192,27162
"Hyatt Regency Chennai, Hyderabad",A breathtaking location with a strong emphasis on green energy.,5.315687,25168
"Taj Mahal Palace, Udaipur",The hotel's sustainability initiatives are impressive.,7.69516,33199
"JW Marriott Mumbai, Kolkata",Great hospitality with responsible tourism initiatives.,2.297083,22657
"Oberoi Udaivilas, Jaipur",I love how this hotel focuses on renewable energy sources.,5.311663,21996
"JW Marriott Mumbai, Udaipur",Amazing experience with a conscious approach towards sustainability.,6.982926,45410
"Taj Lake Palace, Mumbai","Excellent sustainable practices, including waste management.",2.478619,30515
"Leela Palace, Udaipur",I love how this hotel focuses on renewable energy sources.,2.535613,20925
"Taj Mahal Palace, New Delhi",The hotel's commitment to sustainability is commendable.,1.134897,37973
"Oberoi Udaivilas, Udaipur",The hotel's sustainability initiatives are impressive.,2.3908,49746
"Taj Mahal Palace, Chennai",A perfect mix of luxury and responsibility towards the environment.,8.609293,7978
"ITC Gardenia, Udaipur","Excellent sustainable practices, including waste management.",3.493293,47310
"Radisson Blu Jaipur, Chennai",A perfect mix of luxury and responsibility towards the environment.,7.309736,42169
"Radisson Blu Jaipur, Jaipur",A breathtaking location with a strong emphasis on green energy.,5.503174,22945
"Taj Mahal Palace, Goa",The eco-friendly policies of this hotel make the stay even better.,8.969769,34730
"The Oberoi Bangalore, New Delhi",A breathtaking location with a strong emphasis on green energy.,4.328016,42035
"ITC Gardenia, Chennai","Excellent sustainable practices, including waste management.",7.334628,41024
"Taj Mahal Palace, Bangalore",A perfect mix of luxury and responsibility towards the environment.,5.331062,45148
"Taj Mahal Palace, Goa","Excellent sustainable practices, including waste management.",2.413553,45109
"The Oberoi Bangalore, New Delhi",Amazing experience with a conscious approach towards sustainability.,7.150042,23555
"Hyatt Regency Chennai, Kolkata",A breathtaking location with a strong emphasis on green energy.,5.344027,49628
"Leela Palace, Jaipur",Amazing experience with a conscious approach towards sustainability.,5.61902,25850
"JW Marriott Mumbai, Kolkata","Excellent sustainable practices, including waste management.",2.129727,37305
"The Leela Goa, Pune",The hotel's sustainability initiatives are impressive.,9.047534,29028
"Leela Palace, Pune",The eco-friendly policies of this hotel make the stay even better.,1.051587,27973
"Oberoi Udaivilas, Pune",The hotel's sustainability initiatives are impressive.,1.156759,34666
"Hyatt Regency Chennai, Pune",The hotel's commitment to sustainability is commendable.,3.770589,19547
"The Leela Goa, Chennai",A luxurious stay with a strong focus on eco-friendly practices.,6.441909,24330
"Radisson Blu Jaipur, Pune",A perfect mix of luxury and responsibility towards the environment.,7.331821,24569
"The Leela Goa, Bangalore",The eco-friendly policies of this hotel make the stay even better.,6.999887,28382
"The Oberoi Bangalore, Bangalore",A perfect mix of luxury and responsibility towards the environment.,9.861376,37507
"Leela Palace, Jaipur",A luxurious stay with a strong focus on eco-friendly practices.,3.591369,8197
"Oberoi Udaivilas, New Delhi",Amazing experience with a conscious approach towards sustainability.,6.662514,49889
"Oberoi Udaivilas, Hyderabad",The hotel's commitment to sustainability is commendable.,8.84914,44881
"The Leela Goa, Kolkata",Amazing experience with a conscious approach towards sustainability.,1.510375,49372
"Hyatt Regency Chennai, Hyderabad",Great hospitality with responsible tourism initiatives.,6.598571,17263
"ITC Gardenia, Pune",Amazing experience with a conscious approach towards sustainability.,7.570806,8036
"Taj Lake Palace, Mumbai",The hotel's commitment to sustainability is commendable.,5.896082,21148
"Radisson Blu Jaipur, Pune",A perfect mix of luxury and responsibility towards the environment.,7.471442,39227
"Hyatt Regency Chennai, Udaipur",Amazing experience with a conscious approach towards sustainability.,2.251591,41090
"Taj Lake Palace, Udaipur",A luxurious stay with a strong focus on eco-friendly practices.,5.273317,7815
"Leela Palace, Bangalore",A luxurious stay with a strong focus on eco-friendly practices.,8.930867,14585
"Radisson Blu Jaipur, Kolkata",I love how this hotel focuses on renewable energy sources.,1.487445,23245
"The Leela Goa, Udaipur",The eco-friendly policies of this hotel make the stay even better.,5.056002,21822
"ITC Gardenia, Udaipur",The eco-friendly policies of this hotel make the stay even better.,6.186183,38431
"Taj Mahal Palace, Goa",A luxurious stay with a strong focus on eco-friendly practices.,5.523472,9380
"JW Marriott Mumbai, Bangalore",Great hospitality with responsible tourism initiatives.,2.065905,6353
"Radisson Blu Jaipur, Pune",A perfect mix of luxury and responsibility towards the environment.,5.491903,5078
"The Oberoi Bangalore, Bangalore",A luxurious stay with a strong focus on eco-friendly practices.,4.658344,21306
"JW Marriott Mumbai, Hyderabad",I love how this hotel focuses on renewable energy sources.,7.035115,37627
"JW Marriott Mumbai, Udaipur",A perfect mix of luxury and responsibility towards the environment.,2.060094,47521
"JW Marriott Mumbai, Kolkata",A perfect mix of luxury and responsibility towards the environment.,4.345773,21851
"ITC Gardenia, Jaipur",A perfect mix of luxury and responsibility towards the environment.,3.866398,36368
"JW Marriott Mumbai, Jaipur",I love how this hotel focuses on renewable energy sources.,1.216269,20068
"The Oberoi Bangalore, Chennai",Great hospitality with responsible tourism initiatives.,1.250155,12475
"Taj Mahal Palace, Jaipur",Amazing experience with a conscious approach towards sustainability.,2.370922,46609
"Leela Palace, Udaipur",The eco-friendly policies of this hotel make the stay even better.,3.791793,36786
"Taj Lake Palace, Hyderabad",A breathtaking location with a strong emphasis on green energy.,8.693386,14005
"The Leela Goa, Kolkata","Excellent sustainable practices, including waste management.",3.152188,9127
"Taj Mahal Palace, Hyderabad",A perfect mix of luxury and responsibility towards the environment.,3.333232,28218
"ITC Gardenia, Bangalore",Great hospitality with responsible tourism initiatives.,9.312366,18986
"The Oberoi Bangalore, Chennai",A perfect mix of luxury and responsibility towards the environment.,7.447549,10997
"The Leela Goa, Hyderabad",The hotel's commitment to sustainability is commendable.,2.755372,23121
"Oberoi Udaivilas, Jaipur","Excellent sustainable practices, including waste management.",3.463906,34614
"Radisson Blu Jaipur, Chennai",A luxurious stay with a strong focus on eco-friendly practices.,1.063158,18697
"JW Marriott Mumbai, Bangalore",The eco-friendly policies of this hotel make the stay even better.,6.350886,29803
"Leela Palace, Jaipur",Amazing experience with a conscious approach towards sustainability.,4.611194,43059
"Taj Lake Palace, Chennai",A luxurious stay with a strong focus on eco-friendly practices.,9.991603,49579
"Taj Mahal Palace, New Delhi",I love how this hotel focuses on renewable energy sources.,5.552451,41879
"ITC Gardenia, Jaipur",The hotel's sustainability initiatives are impressive.,9.928426,21172
"Taj Mahal Palace, Jaipur",The eco-friendly policies of this hotel make the stay even better.,8.133696,14426
"JW Marriott Mumbai, New Delhi",A breathtaking location with a strong emphasis on green energy.,4.299031,10300
"ITC Gardenia, Kolkata",A perfect mix of luxury and responsibility towards the environment.,1.327305,5761
"Oberoi Udaivilas, Hyderabad",The eco-friendly policies of this hotel make the stay even better.,7.684167,27707
"Leela Palace, Hyderabad",A perfect mix of luxury and responsibility towards the environment.,2.032269,29290
"Taj Lake Palace, Chennai",Amazing experience with a conscious approach towards sustainability.,5.018673,34231
"Radisson Blu Jaipur, Mumbai",I love how this hotel focuses on renewable energy sources.,3.159756,6262
"Taj Mahal Palace, Pune",The hotel's sustainability initiatives are impressive.,1.888597,41435
"The Oberoi Bangalore, Bangalore",Great hospitality with responsible tourism initiatives.,9.547094,28692
"ITC Gardenia, Mumbai",I love how this hotel focuses on renewable energy sources.,8.159779,27247
"Radisson Blu Jaipur, New Delhi",Amazing experience with a conscious approach towards sustainability.,1.411119,41529
"Radisson Blu Jaipur, Udaipur","Excellent sustainable practices, including waste management.",8.46423,45622
"Hyatt Regency Chennai, Chennai",The eco-friendly policies of this hotel make the stay even better.,4.014079,26209
"Taj Lake Palace, Kolkata",The eco-friendly policies of this hotel make the stay even better.,7.626829,44306
"Oberoi Udaivilas, Pune",A luxurious stay with a strong focus on eco-friendly practices.,9.593409,19376
"Leela Palace, Mumbai",A breathtaking location with a strong emphasis on green energy.,3.328287,14465
"Taj Lake Palace, Bangalore",The hotel's sustainability initiatives are impressive.,9.195031,26922
"Hyatt Regency Chennai, Mumbai",The hotel's sustainability initiatives are impressive.,9.095772,6231
"ITC Gardenia, Pune",Great hospitality with responsible tourism initiatives.,4.775376,33258
"JW Marriott Mumbai, Goa",The hotel's sustainability initiatives are impressive.,8.585599,10158
"ITC Gardenia, Pune",The hotel's commitment to sustainability is commendable.,2.838849,23222
"Hyatt Regency Chennai, Bangalore",The hotel's commitment to sustainability is commendable.,5.236119,36957
"Oberoi Udaivilas, Udaipur","Excellent sustainable practices, including waste management.",3.514235,7007
"JW Marriott Mumbai, Kolkata","Excellent sustainable practices, including waste management.",6.949859,17224
"The Oberoi Bangalore, Udaipur",A luxurious stay with a strong focus on eco-friendly practices.,5.970631,17471
"JW Marriott Mumbai, Hyderabad",I love how this hotel focuses on renewable energy sources.,4.835436,36024
"Radisson Blu Jaipur, Hyderabad",The hotel's sustainability initiatives are impressive.,2.506077,31234
"Hyatt Regency Chennai, Hyderabad",A luxurious stay with a strong focus on eco-friendly practices.,7.408264,25568
"The Leela Goa, Bangalore",The eco-friendly policies of this hotel make the stay even better.,5.246361,9942
"ITC Gardenia, Chennai",The hotel's sustainability initiatives are impressive.,3.648063,5525
"ITC Gardenia, Chennai","Excellent sustainable practices, including waste management.",3.304996,19150
"Taj Lake Palace, Udaipur",The hotel's sustainability initiatives are impressive.,1.794219,28373
"The Oberoi Bangalore, Bangalore",The hotel's sustainability initiatives are impressive.,4.777153,13192
"Leela Palace, Chennai",I love how this hotel focuses on renewable energy sources.,7.01224,21873
"The Leela Goa, Bangalore","Excellent sustainable practices, including waste management.",8.620065,27605
"Oberoi Udaivilas, New Delhi",A breathtaking location with a strong emphasis on green energy.,2.440512,45802
"Leela Palace, Pune",A breathtaking location with a strong emphasis on green energy.,3.372919,39180
"ITC Gardenia, New Delhi",Great hospitality with responsible tourism initiatives.,4.83258,11815
"The Leela Goa, Pune",I love how this hotel focuses on renewable energy sources.,1.503139,16313
"Radisson Blu Jaipur, Bangalore",The hotel's sustainability initiatives are impressive.,9.109205,35260
"Taj Mahal Palace, Hyderabad","Excellent sustainable practices, including waste management.",7.153104,9457
"Oberoi Udaivilas, Chennai",The hotel's sustainability initiatives are impressive.,7.169964,6200
"Taj Lake Palace, Chennai",The hotel's sustainability initiatives are impressive.,5.416717,26143
"Radisson Blu Jaipur, Mumbai",A perfect mix of luxury and responsibility towards the environment.,7.962516,39777
"Radisson Blu Jaipur, Kolkata",A breathtaking location with a strong emphasis on green energy.,3.404083,43641
"Oberoi Udaivilas, Hyderabad",The eco-friendly policies of this hotel make the stay even better.,1.266747,29560
"Radisson Blu Jaipur, Jaipur",Amazing experience with a conscious approach towards sustainability.,3.917011,19557
"The Leela Goa, Hyderabad",I love how this hotel focuses on renewable energy sources.,7.95288,22916
"JW Marriott Mumbai, Jaipur",I love how this hotel focuses on renewable energy sources.,1.574444,10252
"ITC Gardenia, Hyderabad",A luxurious stay with a strong focus on eco-friendly practices.,8.836929,26060
"Hyatt Regency Chennai, New Delhi",A perfect mix of luxury and responsibility towards the environment.,9.691269,14369
"JW Marriott Mumbai, Jaipur",A breathtaking location with a strong emphasis on green energy.,1.791454,37615
"Radisson Blu Jaipur, Jaipur",I love how this hotel focuses on renewable energy sources.,9.562883,8444
"Hyatt Regency Chennai, Udaipur",The hotel's sustainability initiatives are impressive.,1.660297,23505
"Radisson Blu Jaipur, Goa",Amazing experience with a conscious approach towards sustainability.,8.666626,18732
"JW Marriott Mumbai, Goa",Great hospitality with responsible tourism initiatives.,2.934448,5975
"Hyatt Regency Chennai, Hyderabad",Great hospitality with responsible tourism initiatives.,9.038736,31449
"Taj Lake Palace, Kolkata",Amazing experience with a conscious approach towards sustainability.,1.389355,12592
"Taj Lake Palace, Chennai",Great hospitality with responsible tourism initiatives.,4.125283,25143
"Taj Lake Palace, Udaipur",The hotel's sustainability initiatives are impressive.,7.355589,49695
"Taj Lake Palace, Chennai",Amazing experience with a conscious approach towards sustainability.,4.704666,18899
"The Leela Goa, Jaipur",A breathtaking location with a strong emphasis on green energy.,4.658832,47764
"Taj Mahal Palace, Kolkata",I love how this hotel focuses on renewable energy sources.,8.945917,20935
"Taj Lake Palace, Kolkata",I love how this hotel focuses on renewable energy sources.,7.047775,49914
"Taj Lake Palace, Chennai",A perfect mix of luxury and responsibility towards the environment.,9.884212,24026
"JW Marriott Mumbai, Pune",The hotel's sustainability initiatives are impressive.,3.360517,18386
"Leela Palace, Udaipur",Amazing experience with a conscious approach towards sustainability.,5.4562,41569
"JW Marriott Mumbai, Hyderabad","Excellent sustainable practices, including waste management.",6.04464,32084
"Hyatt Regency Chennai, Jaipur",I love how this hotel focuses on renewable energy sources.,9.435274,21494
"The Leela Goa, Udaipur",A luxurious stay with a strong focus on eco-friendly practices.,9.149888,19713
"Radisson Blu Jaipur, Bangalore",The eco-friendly policies of this hotel make the stay even better.,3.324385,47023
"JW Marriott Mumbai, Bangalore",A perfect mix of luxury and responsibility towards the environment.,7.990361,33787
"Radisson Blu Jaipur, Goa",The eco-friendly policies of this hotel make the stay even better.,8.695037,29720
"Oberoi Udaivilas, Udaipur",The hotel's commitment to sustainability is commendable.,5.800426,29103
"Radisson Blu Jaipur, Goa","Excellent sustainable practices, including waste management.",6.115365,22417
"JW Marriott Mumbai, Chennai",Amazing experience with a conscious approach towards sustainability.,6.96504,20461
"Leela Palace, New Delhi",I love how this hotel focuses on renewable energy sources.,4.329981,16740
"Taj Mahal Palace, Kolkata",A luxurious stay with a strong focus on eco-friendly practices.,8.677622,27649
"Oberoi Udaivilas, Bangalore",The hotel's sustainability initiatives are impressive.,9.625434,12550
"Taj Mahal Palace, Pune",I love how this hotel focuses on renewable energy sources.,3.719016,17017
"Leela Palace, Hyderabad",The hotel's sustainability initiatives are impressive.,5.545417,49632
"Taj Lake Palace, Udaipur",I love how this hotel focuses on renewable energy sources.,6.810257,12903
"ITC Gardenia, Bangalore",A perfect mix of luxury and responsibility towards the environment.,7.498314,34796
"ITC Gardenia, Chennai",The hotel's sustainability initiatives are impressive.,8.304321,47938
"Oberoi Udaivilas, Goa","Excellent sustainable practices, including waste management.",4.208686,34313
"Radisson Blu Jaipur, Bangalore",A luxurious stay with a strong focus on eco-friendly practices.,4.701951,37903
"Taj Mahal Palace, Mumbai",The hotel's sustainability initiatives are impressive.,9.773507,48014
"Leela Palace, Goa",A luxurious stay with a strong focus on eco-friendly practices.,1.395489,19210
"Leela Palace, Mumbai",A luxurious stay with a strong focus on eco-friendly practices.,6.682263,11048
"The Oberoi Bangalore, Chennai",The eco-friendly policies of this hotel make the stay even better.,8.757453,32882
"Radisson Blu Jaipur, Udaipur",The hotel's commitment to sustainability is commendable.,7.617809,7532
"JW Marriott Mumbai, Jaipur",The hotel's sustainability initiatives are impressive.,9.121046,5488
"JW Marriott Mumbai, Bangalore",The hotel's commitment to sustainability is commendable.,7.32735,46040
"Hyatt Regency Chennai, Chennai",Amazing experience with a conscious approach towards sustainability.,1.800331,27835
"Radisson Blu Jaipur, Chennai",A luxurious stay with a strong focus on eco-friendly practices.,6.165573,11967
"Oberoi Udaivilas, New Delhi",I love how this hotel focuses on renewable energy sources.,6.885905,26760
"Hyatt Regency Chennai, Kolkata",A luxurious stay with a strong focus on eco-friendly practices.,3.837493,14917
"The Leela Goa, Jaipur","Excellent sustainable practices, including waste management.",3.23509,39748
"Leela Palace, Chennai",Amazing experience with a conscious approach towards sustainability.,3.404034,25146
"Leela Palace, Udaipur",The eco-friendly policies of this hotel make the stay even better.,7.581225,23872
"Oberoi Udaivilas, Pune",A breathtaking location with a strong emphasis on green energy.,7.285316,49985
"The Oberoi Bangalore, Kolkata",The hotel's commitment to sustainability is commendable.,8.646047,21619
"The Leela Goa, Kolkata",The eco-friendly policies of this hotel make the stay even better.,8.812678,17801
"The Leela Goa, Jaipur",A luxurious stay with a strong focus on eco-friendly practices.,3.967203,11993
"Hyatt Regency Chennai, Kolkata",I love how this hotel focuses on renewable energy sources.,1.161197,19715
"Hyatt Regency Chennai, Bangalore",A perfect mix of luxury and responsibility towards the environment.,3.912177,49068
"Taj Mahal Palace, Chennai",The hotel's commitment to sustainability is commendable.,7.003446,26632
"The Leela Goa, Udaipur",A breathtaking location with a strong emphasis on green energy.,4.118325,34404
"Taj Mahal Palace, Chennai",A luxurious stay with a strong focus on eco-friendly practices.,1.969447,17665
"Hyatt Regency Chennai, Pune",A breathtaking location with a strong emphasis on green energy.,7.922093,32420
"ITC Gardenia, Mumbai",A luxurious stay with a strong focus on eco-friendly practices.,8.308176,22340
"Oberoi Udaivilas, Goa",A breathtaking location with a strong emphasis on green energy.,5.947132,10762
"Taj Lake Palace, Bangalore",Amazing experience with a conscious approach towards sustainability.,6.893451,28139
"Oberoi Udaivilas, Pune",A perfect mix of luxury and responsibility towards the environment.,2.26509,42158
"Taj Lake Palace, Pune",The eco-friendly policies of this hotel make the stay even better.,3.499466,39200
"JW Marriott Mumbai, Hyderabad",The hotel's commitment to sustainability is commendable.,8.063304,27910
"The Oberoi Bangalore, Jaipur",Amazing experience with a conscious approach towards sustainability.,8.44918,31592
"Radisson Blu Jaipur, Udaipur",The hotel's commitment to sustainability is commendable.,1.851933,25764
"The Leela Goa, Udaipur","Excellent sustainable practices, including waste management.",8.253435,29286
"Radisson Blu Jaipur, Udaipur",The eco-friendly policies of this hotel make the stay even better.,8.819243,10295
"Leela Palace, Chennai",A luxurious stay with a strong focus on eco-friendly practices.,9.579085,7857
"The Leela Goa, New Delhi","Excellent sustainable practices, including waste management.",4.917132,18938
"ITC Gardenia, New Delhi",I love how this hotel focuses on renewable energy sources.,3.980577,21216
"JW Marriott Mumbai, Kolkata",The eco-friendly policies of this hotel make the stay even better.,2.763855,5328
"Taj Mahal Palace, Hyderabad",Amazing experience with a conscious approach towards sustainability.,4.255724,38229
"ITC Gardenia, Mumbai",A breathtaking location with a strong emphasis on green energy.,2.904766,29327
"Taj Lake Palace, Udaipur",The hotel's commitment to sustainability is commendable.,9.966892,42999
"Hyatt Regency Chennai, Kolkata",The hotel's commitment to sustainability is commendable.,6.401718,14928
"Leela Palace, Kolkata",A luxurious stay with a strong focus on eco-friendly practices.,8.109319,32684
"Taj Mahal Palace, Pune",Great hospitality with responsible tourism initiatives.,8.110224,19440
"The Oberoi Bangalore, New Delhi",Amazing experience with a conscious approach towards sustainability.,5.82263,45422
"The Oberoi Bangalore, Kolkata",A breathtaking location with a strong emphasis on green energy.,2.813675,29043
"The Leela Goa, Bangalore",The eco-friendly policies of this hotel make the stay even better.,6.506891,48692
"Radisson Blu Jaipur, Kolkata",The hotel's commitment to sustainability is commendable.,1.064201,10223
"Taj Lake Palace, New Delhi",The eco-friendly policies of this hotel make the stay even better.,7.691288,46461
"Taj Mahal Palace, Hyderabad",The eco-friendly policies of this hotel make the stay even better.,4.883195,6898
"Hyatt Regency Chennai, Mumbai",Great hospitality with responsible tourism initiatives.,7.011525,44362
"Taj Lake Palace, Goa","Excellent sustainable practices, including waste management.",3.170361,7001
"ITC Gardenia, Goa",A luxurious stay with a strong focus on eco-friendly practices.,1.690658,27165
"Hyatt Regency Chennai, Hyderabad",The hotel's commitment to sustainability is commendable.,6.822588,27100
"Hyatt Regency Chennai, Jaipur",The eco-friendly policies of this hotel make the stay even better.,6.155423,43803
"Oberoi Udaivilas, Mumbai",A perfect mix of luxury and responsibility towards the environment.,8.096654,29086
"Taj Lake Palace, Bangalore",A perfect mix of luxury and responsibility towards the environment.,1.212552,45993
"The Leela Goa, Pune",A luxurious stay with a strong focus on eco-friendly practices.,3.791099,8936
"Radisson Blu Jaipur, Udaipur",Amazing experience with a conscious approach towards sustainability.,4.525917,6372
"Radisson Blu Jaipur, Goa",The eco-friendly policies of this hotel make the stay even better.,5.56777,21026
"The Leela Goa, Jaipur",Amazing experience with a conscious approach towards sustainability.,6.197632,39272
"Hyatt Regency Chennai, Chennai","Excellent sustainable practices, including waste management.",4.164579,41910
"Oberoi Udaivilas, Goa",Great hospitality with responsible tourism initiatives.,6.29417,31558
"Taj Lake Palace, Goa",The hotel's sustainability initiatives are impressive.,3.320168,20462
"Oberoi Udaivilas, Pune",A breathtaking location with a strong emphasis on green energy.,4.74761,40310
"ITC Gardenia, Pune",A perfect mix of luxury and responsibility towards the environment.,9.982926,46518
"The Oberoi Bangalore, Kolkata",A perfect mix of luxury and responsibility towards the environment.,2.264872,21578
"Oberoi Udaivilas, Pune",The hotel's sustainability initiatives are impressive.,5.061498,7482
"Oberoi Udaivilas, Pune",The hotel's sustainability initiatives are impressive.,4.226819,10058
"Taj Mahal Palace, Bangalore",Amazing experience with a conscious approach towards sustainability.,8.754785,33454
"Leela Palace, Bangalore",Great hospitality with responsible tourism initiatives.,5.746637,32949
"Oberoi Udaivilas, New Delhi",Amazing experience with a conscious approach towards sustainability.,2.202691,7122
"Radisson Blu Jaipur, New Delhi",The hotel's sustainability initiatives are impressive.,6.08649,22241
"ITC Gardenia, Bangalore",The hotel's commitment to sustainability is commendable.,2.613393,48768
"Taj Mahal Palace, Goa",I love how this hotel focuses on renewable energy sources.,6.594659,22806
"The Leela Goa, Goa",A luxurious stay with a strong focus on eco-friendly practices.,9.603764,27889
"Hyatt Regency Chennai, Bangalore",A luxurious stay with a strong focus on eco-friendly practices.,8.295925,5213
"Leela Palace, Jaipur",The hotel's commitment to sustainability is commendable.,5.012326,25877
"Radisson Blu Jaipur, Pune",Great hospitality with responsible tourism initiatives.,5.946567,45569
"The Oberoi Bangalore, Pune","Excellent sustainable practices, including waste management.",1.007604,44321
"Taj Lake Palace, Goa",The hotel's commitment to sustainability is commendable.,4.396619,33705
"Taj Mahal Palace, Udaipur",The hotel's commitment to sustainability is commendable.,2.817777,22746
"The Oberoi Bangalore, Jaipur",A perfect mix of luxury and responsibility towards the environment.,8.343092,32400
"Taj Lake Palace, Bangalore",A perfect mix of luxury and responsibility towards the environment.,6.384612,17444
"Taj Mahal Palace, New Delhi",Amazing experience with a conscious approach towards sustainability.,5.695234,13436
"The Leela Goa, Jaipur",The hotel's sustainability initiatives are impressive.,1.322334,8908
"ITC Gardenia, Bangalore",A luxurious stay with a strong focus on eco-friendly practices.,1.774262,36209
"Oberoi Udaivilas, Udaipur",The eco-friendly policies of this hotel make the stay even better.,7.047519,19767
"Leela Palace, Kolkata",A perfect mix of luxury and responsibility towards the environment.,4.224225,12111
"Taj Lake Palace, Chennai",I love how this hotel focuses on renewable energy sources.,1.35657,23852
"Oberoi Udaivilas, Mumbai",A breathtaking location with a strong emphasis on green energy.,6.722089,23730
"The Leela Goa, New Delhi",Great hospitality with responsible tourism initiatives.,3.976717,27025
"JW Marriott Mumbai, Goa",A perfect mix of luxury and responsibility towards the environment.,3.413996,49810
"ITC Gardenia, Pune",The hotel's commitment to sustainability is commendable.,6.935633,14180
"Radisson Blu Jaipur, Bangalore",I love how this hotel focuses on renewable energy sources.,9.817946,43818
"Hyatt Regency Chennai, Bangalore",Amazing experience with a conscious approach towards sustainability.,8.58795,36369
"Taj Lake Palace, Hyderabad","Excellent sustainable practices, including waste management.",3.922276,35702
"Hyatt Regency Chennai, Udaipur","Excellent sustainable practices, including waste management.",9.330698,5140
"Radisson Blu Jaipur, Jaipur",A luxurious stay with a strong focus on eco-friendly practices.,7.611215,26074
"Oberoi Udaivilas, Kolkata",The eco-friendly policies of this hotel make the stay even better.,1.541368,48992
"The Oberoi Bangalore, Kolkata","Excellent sustainable practices, including waste management.",8.980735,10091
"Hyatt Regency Chennai, Pune",A breathtaking location with a strong emphasis on green energy.,3.506634,5466
"ITC Gardenia, Chennai",Great hospitality with responsible tourism initiatives.,2.409543,18716
